Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
58,2.0,0.0,360.0,18.0,14.0,1189.0,0.0,1917.8017895749117,1917.8017895749117,0.0,138.83100056648254,,,,,,,,,,,,,,,,810.2334815636297,624.3020794041408,1908.3668877207417,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,396.0,19.0,36.0,1225.0,0.0,5720.990982168323,5720.990982168323,0.0,141.7492184638977,,,,,,,,,,,,,,,,2812.963660971182,1765.2675336491145,5625.349640013375,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,422.0,20.0,26.0,1251.0,0.0,3477.660985826607,3477.660985826607,0.0,144.00241661071777,,,,,,,,,,,,,,,,1513.1063396260283,1156.2747689926118,3441.76198297931,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,26.0,1.0,26.0,1277.0,0.0,3966.497925107881,3966.497925107881,0.0,158.10599660873413,,,,,,,,,,,,,,,,1920.7426386918241,1254.6287622518078,3920.4790955974904,-0.044954990009999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,39.0,2.0,13.0,1290.0,0.0,1209.201970646593,1209.201970646593,0.0,159.4622609615326,,,,,,,,,,,,,,,,421.8589909882625,418.9806205485687,1204.9227264902358,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,58.0,3.0,19.0,1309.0,0.0,2314.384014023083,2314.384014023083,0.0,161.32213401794434,,,,,,,,,,,,,,,,875.587414549573,750.6497876349622,2300.047901047689,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,97.0,4.0,39.0,1348.0,0.0,4756.367271158348,4756.367271158348,0.0,164.40224838256836,,,,,,,,,,,,,,,,1939.7651315490268,1426.8839720321726,4685.401832860797,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,118.0,5.0,21.0,1369.0,0.0,2663.7297261049125,2663.7297261049125,0.0,166.31597781181335,,,,,,,,,,,,,,,,1089.4839220014799,914.0677817553957,2643.4940578006817,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,142.0,6.0,24.0,1393.0,0.0,2258.7838066183076,2258.7838066183076,0.0,168.48365926742554,,,,,,,,,,,,,,,,903.4426237907401,636.8474559823093,2239.340524171502,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,158.0,7.0,16.0,1409.0,0.0,2294.6469208375674,2294.6469208375674,0.0,170.36093997955322,,,,,,,,,,,,,,,,1011.5389483905406,737.9555227849888,2280.7430407040224,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
